document_id,dataset,split,model,field_path,field_family,criticality,occurrence,truth,prediction,truth_present,prediction_present,exact_match,error_type,severity_weight
cord-v2-test-00060,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,2x,1x,True,True,False,incorrect value,5
cord-v2-test-00060,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,2,,2x,False,True,False,spurious field,5
cord-v2-test-00060,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,topping milo sparkle (untuk 1 po rsi),topping milo sparkle (untuk,True,True,False,partial string mismatch,2
cord-v2-test-00060,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,bola ubi mini original (14 pcs ),rsi),True,True,False,incorrect value,2
cord-v2-test-00060,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,,bola ubi mini original ( 14 pcs,False,True,False,spurious field,2
cord-v2-test-00060,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,1.250,1 po,True,True,False,incorrect value,10
cord-v2-test-00060,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,25.000,1.250,True,True,False,incorrect value,10
cord-v2-test-00060,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,,25.000,False,True,False,spurious field,10
cord-v2-test-00060,CORD v2,test,Donut,sub_total.tax_price,tax,critical_monetary,0,-,26.250,True,True,False,incorrect value,10
cord-v2-test-00060,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,0,,go-pay,False,True,False,spurious field,5
cord-v2-test-00061,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,arem - arem,arem arem,True,True,False,incorrect value,2
cord-v2-test-00061,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,6500,3500,True,True,False,incorrect value,5
cord-v2-test-00061,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,8000,3000,True,True,False,incorrect value,5
cord-v2-test-00061,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,2,9000,3000,True,True,False,incorrect value,5
cord-v2-test-00062,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,"2,000",2.000,True,True,False,numeric normalization,5
cord-v2-test-00063,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,x1,x 1,True,True,False,numeric normalization,5
cord-v2-test-00063,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,kopi susu kampung.,kopi susu kampung,True,True,False,partial string mismatch,2
cord-v2-test-00063,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,,kopi susu kampung.,False,True,False,spurious field,2
cord-v2-test-00063,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,38.000,0,True,True,False,partial string mismatch,10
cord-v2-test-00063,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,,38.000,False,True,False,spurious field,10
cord-v2-test-00063,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,1,kopi susu kampung less ice,ice,True,True,False,partial string mismatch,5
cord-v2-test-00063,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,2,ice,,True,False,False,missing field,5
cord-v2-test-00063,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,0,0,,True,False,False,missing field,5
cord-v2-test-00065,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,1,3x,True,True,False,incorrect value,5
cord-v2-test-00065,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,bubur polos + telur,ubur polos + telur,True,True,False,partial string mismatch,2
cord-v2-test-00065,CORD v2,test,Donut,sub_total.tax_price,tax,critical_monetary,0,-,ajak,True,True,False,incorrect value,10
cord-v2-test-00067,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,x1,x1],True,True,False,numeric normalization,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,2,1,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,3,1,2,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,4,2,1,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,5,2,1,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,6,1,5,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,7,1,7,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,8,5,,True,False,False,missing field,5
cord-v2-test-00070,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,9,7,,True,False,False,missing field,5
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,=*large*==,aym gr jun njan,True,True,False,incorrect value,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,aym gr jun njan,sapo th seafood,True,True,False,incorrect value,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,sapo th seafood,pocai 3,True,True,False,incorrect value,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,4,pocai 3,gurame fillet m,True,True,False,incorrect value,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,5,=*medium*=,bihun goreng jj,True,True,False,incorrect value,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,6,gurame fillet m,iced tea,True,True,False,incorrect value,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,7,bihun goreng jj,nasi putih,True,True,False,incorrect value,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,8,iced tea,,True,False,False,missing field,2
cord-v2-test-00070,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,9,nasi putih,,True,False,False,missing field,2
cord-v2-test-00070,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,222.000,"222,000",True,True,False,numeric normalization,10
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.cnt,other_numeric,medium_impact,0,,2,False,True,False,spurious field,5
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.cnt,other_numeric,medium_impact,1,,2,False,True,False,spurious field,5
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,0,=*medium*=,=*large*==,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,1,=*large*==,=*medium*=,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,2,asam manis,=*large*==,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,3,=*large*==,=*medium*=,True,True,False,incorrect value,5
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,4,,asam manis,False,True,False,spurious field,5
cord-v2-test-00070,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,5,,=*large*==,False,True,False,spurious field,5
cord-v2-test-00073,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,x1,x 1,True,True,False,numeric normalization,5
cord-v2-test-00073,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,x1,x 1,True,True,False,numeric normalization,5
cord-v2-test-00074,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,grilled calamari,beverage,True,True,False,incorrect value,2
cord-v2-test-00074,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,dine for 2,grilled calamari,True,True,False,incorrect value,2
cord-v2-test-00074,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,4,,dine for 2,False,True,False,spurious field,2
cord-v2-test-00074,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,5,,* new york fish & chips,False,True,False,spurious field,2
cord-v2-test-00074,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,"85,000","64,000",True,True,False,incorrect value,10
cord-v2-test-00074,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,"129,000","85,000",True,True,False,incorrect value,10
cord-v2-test-00074,CORD v2,test,Donut,menu.price,item_price,critical_monetary,4,,"129,000",False,True,False,spurious field,10
cord-v2-test-00074,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,1,* new york fish & chips,,True,False,False,missing field,5
cord-v2-test-00074,CORD v2,test,Donut,sub_total.etc,other_numeric,medium_impact,0,"64,000","214,000",True,True,False,incorrect value,5
cord-v2-test-00074,CORD v2,test,Donut,sub_total.etc,other_numeric,medium_impact,1,"214,000","278,000",True,True,False,incorrect value,5
cord-v2-test-00076,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,,5q -,False,True,False,spurious field,2
cord-v2-test-00076,CORD v2,test,Donut,total.menutype_cnt,other_numeric,medium_impact,0,50 -,,True,False,False,missing field,5
cord-v2-test-00076,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,,5q -,False,True,False,spurious field,10
cord-v2-test-00078,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,0,5.000,"5,000",True,True,False,numeric normalization,5
cord-v2-test-00079,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,x1,x 1,True,True,False,numeric normalization,5
cord-v2-test-00079,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,x1,x 1,True,True,False,numeric normalization,5
cord-v2-test-00080,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"25,000",25.000,True,True,False,numeric normalization,10
cord-v2-test-00081,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,x1,x 1,True,True,False,numeric normalization,5
cord-v2-test-00081,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,2,x1,x 1,True,True,False,numeric normalization,5
cord-v2-test-00083,CORD v2,test,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"20,909",20.909,True,True,False,numeric normalization,10
cord-v2-test-00083,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,2.000,"2,000",True,True,False,numeric normalization,5
cord-v2-test-00083,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,"23,000",23.000,True,True,False,numeric normalization,10
cord-v2-test-00084,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,1x,2x,True,True,False,incorrect value,5
cord-v2-test-00084,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,2x,,True,False,False,missing field,5
cord-v2-test-00084,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,kroket,arem arem,True,True,False,incorrect value,2
cord-v2-test-00084,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,arem arem,,True,False,False,missing field,2
cord-v2-test-00084,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,12.000,24.000,True,True,False,incorrect value,10
cord-v2-test-00084,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,24.000,,True,False,False,missing field,10
cord-v2-test-00084,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,@ 12.000,@12.000,True,True,False,numeric normalization,5
cord-v2-test-00084,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,@ 12.000,,True,False,False,missing field,5
cord-v2-test-00085,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,7,telur dadar,telor dadar,True,True,False,incorrect value,2
cord-v2-test-00085,CORD v2,test,Donut,sub_total.etc,other_numeric,medium_impact,0,159.500,,True,False,False,missing field,5
cord-v2-test-00085,CORD v2,test,Donut,sub_total.etc,other_numeric,medium_impact,1,20.000,,True,False,False,missing field,5
cord-v2-test-00085,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,0,197.450,159.500,True,True,False,incorrect value,5
cord-v2-test-00085,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,,20.000,False,True,False,spurious field,5
cord-v2-test-00085,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,14,197.450,True,True,False,incorrect value,2
cord-v2-test-00087,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,photai chin,pho tai chin,True,True,False,incorrect value,2
cord-v2-test-00088,CORD v2,test,Donut,total.creditcardprice,other_numeric,medium_impact,0,"47,000",,True,False,False,missing field,5
cord-v2-test-00088,CORD v2,test,Donut,total.emoneyprice,other_numeric,medium_impact,0,,"47,000",False,True,False,spurious field,5
cord-v2-test-00089,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,xxl crispy chicken,xxl crspy chicken,True,True,False,incorrect value,2
cord-v2-test-00089,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,0,pedas sedikit,- pedas sedikit,True,True,False,partial string mismatch,5
cord-v2-test-00091,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,15.000,"15,000",True,True,False,numeric normalization,10
cord-v2-test-00091,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,6.000,"6,000",True,True,False,numeric normalization,10
cord-v2-test-00091,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,0,30.000,"30,000",True,True,False,numeric normalization,5
cord-v2-test-00091,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,9.000,"9,000",True,True,False,numeric normalization,5
cord-v2-test-00091,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,21.000,"21,000",True,True,False,numeric normalization,10
cord-v2-test-00092,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,"10,000",10.000,True,True,False,numeric normalization,5
cord-v2-test-00092,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,(qty=4.00),4,True,True,False,partial string mismatch,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,tahu goreng,n,True,True,False,partial string mismatch,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,cakwe,n,True,True,False,incorrect value,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,pho tai chin(r),e t t e,True,True,False,incorrect value,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,tea,n,True,True,False,incorrect value,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,4,,e t e t e t e p,False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,5,,e s,False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,6,,e m a,False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,7,,n,False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,8,,t t ahu goreng,False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,9,,cakwe,False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,10,,pho tai chin r),False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,11,,tea,False,True,False,spurious field,2
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"28,000",o,True,True,False,incorrect value,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"17,000",o,True,True,False,incorrect value,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,"63,000",o,True,True,False,incorrect value,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,"11,000",o,True,True,False,incorrect value,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,4,,o,False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,5,,o,False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,6,,o,False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,7,,o,False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,8,,o,False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,9,,"17,000",False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,10,,"63,000",False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.price,item_price,critical_monetary,11,,"11,000",False,True,False,spurious field,10
cord-v2-test-00094,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,,"28,000",False,True,False,spurious field,5
cord-v2-test-00094,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,,"63,000",False,True,False,spurious field,5
cord-v2-test-00095,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"43,181","43,181-",True,True,False,numeric normalization,10
cord-v2-test-00095,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,"43,181","43,181-",True,True,False,numeric normalization,5
cord-v2-test-00095,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,"13,000",13.000,True,True,False,numeric normalization,5
cord-v2-test-00095,CORD v2,test,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"56,181","56,181-",True,True,False,numeric normalization,10
cord-v2-test-00095,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,1,201,,True,False,False,missing field,5
cord-v2-test-00095,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,,201,False,True,False,spurious field,5
cord-v2-test-00096,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,,1,False,True,False,spurious field,2
cord-v2-test-00096,CORD v2,test,Donut,total.menutype_cnt,other_numeric,medium_impact,0,1,,True,False,False,missing field,5
cord-v2-test-00097,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,sate ati go,satecatizgo,True,True,False,incorrect value,2
cord-v2-test-00098,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,black papper meatball pas,food quality/k,True,True,False,incorrect value,2
cord-v2-test-00098,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,truffle cream,presentat taste/ra. beverac,True,True,False,incorrect value,2
cord-v2-test-00098,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,earl grey milk tea,black pepper meatball pas,True,True,False,incorrect value,2
cord-v2-test-00098,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,,truffle cream,False,True,False,spurious field,2
cord-v2-test-00098,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,4,,earl grey milk tea,False,True,False,spurious field,2
cord-v2-test-00098,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,,"255,000",False,True,False,spurious field,10
cord-v2-test-00098,CORD v2,test,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"215,000","255,000",True,True,False,incorrect value,10
cord-v2-test-00098,CORD v2,test,Donut,total.total_etc,other_numeric,medium_impact,0,,ambiance,False,True,False,spurious field,5
cord-v2-test-00099,CORD v2,test,Donut,sub_total.etc,other_numeric,medium_impact,2,2,0,True,True,False,incorrect value,5
cord-v2-test-00099,CORD v2,test,Donut,sub_total.etc,other_numeric,medium_impact,3,,0,False,True,False,spurious field,5
cord-v2-test-00099,CORD v2,test,Donut,sub_total.etc,other_numeric,medium_impact,4,,2,False,True,False,spurious field,5
cord-v2-test-00099,CORD v2,test,Donut,sub_total.tax_price,tax,critical_monetary,1,0,,True,False,False,missing field,10
cord-v2-test-00099,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,0,0,"75,000",True,True,False,partial string mismatch,5
cord-v2-validation-00021,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00025,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00034,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00035,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00041,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00045,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00057,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00059,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00069,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00070,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00077,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00078,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00090,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-validation-00094,CORD v2,validation,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00000,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00014,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00019,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00020,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00028,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00031,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00033,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00038,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00041,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00043,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00053,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00060,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00070,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00074,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00094,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
cord-v2-test-00098,CORD v2,test,Donut,,,critical_monetary,,,,,,False,reconciliation contradiction,10
